genres,href,id,images,name,popularity,type,uri,external_urls.spotify,followers.href,followers.total,time_range
['indie'],https://api.spotify.com/v1/artists/77mJc3M7ZT5oOVM7gNdXim,77mJc3M7ZT5oOVM7gNdXim,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6e339cf31f00e472b1ddd1c5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746e339cf31f00e472b1ddd1c5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786e339cf31f00e472b1ddd1c5', 'width': 160}]",Her's,65,artist,spotify:artist:77mJc3M7ZT5oOVM7gNdXim,https://open.spotify.com/artist/77mJc3M7ZT5oOVM7gNdXim,,1212579,short_term
['pop soul'],https://api.spotify.com/v1/artists/00x1fYSGhdqScXBRpSj3DW,00x1fYSGhdqScXBRpSj3DW,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5c7577ad44daeb7ce4b941a1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745c7577ad44daeb7ce4b941a1', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785c7577ad44daeb7ce4b941a1', 'width': 160}]",Olivia Dean,91,artist,spotify:artist:00x1fYSGhdqScXBRpSj3DW,https://open.spotify.com/artist/00x1fYSGhdqScXBRpSj3DW,,2020581,short_term
['indie'],https://api.spotify.com/v1/artists/0Ya43ZKWHTKkAbkoJJkwIB,0Ya43ZKWHTKkAbkoJJkwIB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4eb9a8e62a4cfcdf61c4a03a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744eb9a8e62a4cfcdf61c4a03a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784eb9a8e62a4cfcdf61c4a03a', 'width': 160}]",The Wombats,63,artist,spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB,https://open.spotify.com/artist/0Ya43ZKWHTKkAbkoJJkwIB,,1113921,short_term
[],https://api.spotify.com/v1/artists/2FKnkloMDcNrUeLDfQJf8i,2FKnkloMDcNrUeLDfQJf8i,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb04e751498cba739d4c00c018', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517404e751498cba739d4c00c018', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17804e751498cba739d4c00c018', 'width': 160}]",West 22nd,53,artist,spotify:artist:2FKnkloMDcNrUeLDfQJf8i,https://open.spotify.com/artist/2FKnkloMDcNrUeLDfQJf8i,,30491,short_term
[],https://api.spotify.com/v1/artists/2cWGltn2fZoaAiIhuQyw5h,2cWGltn2fZoaAiIhuQyw5h,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba2621b6b39c6b9894a026691', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a2621b6b39c6b9894a026691', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a2621b6b39c6b9894a026691', 'width': 160}]",The Manatees,30,artist,spotify:artist:2cWGltn2fZoaAiIhuQyw5h,https://open.spotify.com/artist/2cWGltn2fZoaAiIhuQyw5h,,7290,short_term
[],https://api.spotify.com/v1/artists/4OyAwz3jcZcejoUd3bc5Qt,4OyAwz3jcZcejoUd3bc5Qt,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaa57e402a99dbc5bc7a4d676', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aa57e402a99dbc5bc7a4d676', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aa57e402a99dbc5bc7a4d676', 'width': 160}]",The Kilans,46,artist,spotify:artist:4OyAwz3jcZcejoUd3bc5Qt,https://open.spotify.com/artist/4OyAwz3jcZcejoUd3bc5Qt,,27485,short_term
[],https://api.spotify.com/v1/artists/4j56EQDQu5XnL7R3E9iFJT,4j56EQDQu5XnL7R3E9iFJT,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe1af1323b5e4017f8bfcb2b3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e1af1323b5e4017f8bfcb2b3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e1af1323b5e4017f8bfcb2b3', 'width': 160}]",Young the Giant,66,artist,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,https://open.spotify.com/artist/4j56EQDQu5XnL7R3E9iFJT,,1710451,short_term
[],https://api.spotify.com/v1/artists/5BcEbeQq5n2fz8HbhI9CWU,5BcEbeQq5n2fz8HbhI9CWU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2ebbb3178790f48ec4001041', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742ebbb3178790f48ec4001041', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782ebbb3178790f48ec4001041', 'width': 160}]",Emile Pandolfi,48,artist,spotify:artist:5BcEbeQq5n2fz8HbhI9CWU,https://open.spotify.com/artist/5BcEbeQq5n2fz8HbhI9CWU,,36828,short_term
['pop'],https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP,04gDigrS5kc9YWfZHwBETP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f8349dfb619a7f842242de77', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f8349dfb619a7f842242de77', 'width': 160}]",Maroon 5,87,artist,spotify:artist:04gDigrS5kc9YWfZHwBETP,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,,46056077,medium_term
[],https://api.spotify.com/v1/artists/4G9NDjRyZFDlJKMRL8hx3S,4G9NDjRyZFDlJKMRL8hx3S,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb78edaa6468cae153565c2c97', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517478edaa6468cae153565c2c97', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17878edaa6468cae153565c2c97', 'width': 160}]",sombr,86,artist,spotify:artist:4G9NDjRyZFDlJKMRL8hx3S,https://open.spotify.com/artist/4G9NDjRyZFDlJKMRL8hx3S,,3038020,medium_term
[],https://api.spotify.com/v1/artists/6eJa3zG1QZLRB3xgRuyxbm,6eJa3zG1QZLRB3xgRuyxbm,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb70bbb7950edf20fc5847de6c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517470bbb7950edf20fc5847de6c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17870bbb7950edf20fc5847de6c', 'width': 160}]",Dayglow,62,artist,spotify:artist:6eJa3zG1QZLRB3xgRuyxbm,https://open.spotify.com/artist/6eJa3zG1QZLRB3xgRuyxbm,,1070666,medium_term
[],https://api.spotify.com/v1/artists/12j6dJrPXanCBwY599pZxf,12j6dJrPXanCBwY599pZxf,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2f2362d4fc8263665e7a7a5f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742f2362d4fc8263665e7a7a5f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782f2362d4fc8263665e7a7a5f', 'width': 160}]",Matt Maltese,67,artist,spotify:artist:12j6dJrPXanCBwY599pZxf,https://open.spotify.com/artist/12j6dJrPXanCBwY599pZxf,,768611,medium_term
[],https://api.spotify.com/v1/artists/1dWEYMPtNmvSVaDNLgB6NV,1dWEYMPtNmvSVaDNLgB6NV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb260f7d00949296c2b7660a70', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174260f7d00949296c2b7660a70', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178260f7d00949296c2b7660a70', 'width': 160}]",Saint Motel,64,artist,spotify:artist:1dWEYMPtNmvSVaDNLgB6NV,https://open.spotify.com/artist/1dWEYMPtNmvSVaDNLgB6NV,,774760,medium_term
[],https://api.spotify.com/v1/artists/5Rl15oVamLq7FbSb0NNBNy,5Rl15oVamLq7FbSb0NNBNy,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb87cde49a53cfbdbecf68fe02', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517487cde49a53cfbdbecf68fe02', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17887cde49a53cfbdbecf68fe02', 'width': 160}]",5 Seconds of Summer,80,artist,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy,,10256250,medium_term
[],https://api.spotify.com/v1/artists/6zlR5ttMfMNmwf2lecU9Cc,6zlR5ttMfMNmwf2lecU9Cc,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4a3dfbf28e00c02d9d9494e8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744a3dfbf28e00c02d9d9494e8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784a3dfbf28e00c02d9d9494e8', 'width': 160}]",Sam Fender,75,artist,spotify:artist:6zlR5ttMfMNmwf2lecU9Cc,https://open.spotify.com/artist/6zlR5ttMfMNmwf2lecU9Cc,,1227899,medium_term
[],https://api.spotify.com/v1/artists/5GGJosGMs08YEmKTZJe1fL,5GGJosGMs08YEmKTZJe1fL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc2bb10016e2e142f397f780c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c2bb10016e2e142f397f780c', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c2bb10016e2e142f397f780c', 'width': 160}]",Suki Waterhouse,69,artist,spotify:artist:5GGJosGMs08YEmKTZJe1fL,https://open.spotify.com/artist/5GGJosGMs08YEmKTZJe1fL,,1436737,medium_term
[],https://api.spotify.com/v1/artists/78R275jHTtGF0ue4QfBKpI,78R275jHTtGF0ue4QfBKpI,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd46a9812f9696c42afc9128e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d46a9812f9696c42afc9128e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d46a9812f9696c42afc9128e', 'width': 160}]",The Favors,63,artist,spotify:artist:78R275jHTtGF0ue4QfBKpI,https://open.spotify.com/artist/78R275jHTtGF0ue4QfBKpI,,176761,medium_term
[],https://api.spotify.com/v1/artists/2D4FOOOtWycb3Aw9nY5n3c,2D4FOOOtWycb3Aw9nY5n3c,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb358e4bc3d74bb8af941aec7a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174358e4bc3d74bb8af941aec7a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178358e4bc3d74bb8af941aec7a', 'width': 160}]",Declan McKenna,63,artist,spotify:artist:2D4FOOOtWycb3Aw9nY5n3c,https://open.spotify.com/artist/2D4FOOOtWycb3Aw9nY5n3c,,1084644,medium_term
[],https://api.spotify.com/v1/artists/73BLwSX6gsNeVzS7DgI4xe,73BLwSX6gsNeVzS7DgI4xe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb4f68ef0449546ebb8451a681', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051744f68ef0449546ebb8451a681', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1784f68ef0449546ebb8451a681', 'width': 160}]",grentperez,63,artist,spotify:artist:73BLwSX6gsNeVzS7DgI4xe,https://open.spotify.com/artist/73BLwSX6gsNeVzS7DgI4xe,,803977,medium_term
[],https://api.spotify.com/v1/artists/0xPoVNPnxIIUS1vrxAYV00,0xPoVNPnxIIUS1vrxAYV00,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb756c9f2be6294d04107ae215', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174756c9f2be6294d04107ae215', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178756c9f2be6294d04107ae215', 'width': 160}]",Del Water Gap,64,artist,spotify:artist:0xPoVNPnxIIUS1vrxAYV00,https://open.spotify.com/artist/0xPoVNPnxIIUS1vrxAYV00,,285360,medium_term
[],https://api.spotify.com/v1/artists/6O9vGMmTwzihULICPCsNf2,6O9vGMmTwzihULICPCsNf2,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb871bccd59b468f93c4650066', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174871bccd59b468f93c4650066', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178871bccd59b468f93c4650066', 'width': 160}]",Balu Brigada,66,artist,spotify:artist:6O9vGMmTwzihULICPCsNf2,https://open.spotify.com/artist/6O9vGMmTwzihULICPCsNf2,,198604,medium_term
[],https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU,4gzpq5DPGxSnKTe4SA8HAU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1ba8fc5f5c73e7e9313cc6eb', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741ba8fc5f5c73e7e9313cc6eb', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781ba8fc5f5c73e7e9313cc6eb', 'width': 160}]",Coldplay,90,artist,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,,61343481,medium_term
[],https://api.spotify.com/v1/artists/4XQI4hyuy5xun1ou3SM8Oe,4XQI4hyuy5xun1ou3SM8Oe,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2f2739b20c0fe0d4ddadec52', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742f2739b20c0fe0d4ddadec52', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782f2739b20c0fe0d4ddadec52', 'width': 160}]",Aidan Bissett,53,artist,spotify:artist:4XQI4hyuy5xun1ou3SM8Oe,https://open.spotify.com/artist/4XQI4hyuy5xun1ou3SM8Oe,,189543,medium_term
[],https://api.spotify.com/v1/artists/0FWabe9guzIggBFPun2rFc,0FWabe9guzIggBFPun2rFc,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebdbdb3410afbb234ca5d65072', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174dbdb3410afbb234ca5d65072', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178dbdb3410afbb234ca5d65072', 'width': 160}]",Runner and Bobby,33,artist,spotify:artist:0FWabe9guzIggBFPun2rFc,https://open.spotify.com/artist/0FWabe9guzIggBFPun2rFc,,5846,medium_term
['reggaeton'],https://api.spotify.com/v1/artists/5H1nN1SzW0qNeUEZvuXjAj,5H1nN1SzW0qNeUEZvuXjAj,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebb485cde5cba6de6e5685278a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174b485cde5cba6de6e5685278a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178b485cde5cba6de6e5685278a', 'width': 160}]",Danny Ocean,81,artist,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj,https://open.spotify.com/artist/5H1nN1SzW0qNeUEZvuXjAj,,6591851,medium_term
[],https://api.spotify.com/v1/artists/5N5jf98OOEf3uAIJpi1deD,5N5jf98OOEf3uAIJpi1deD,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe9eaaa14a495e236f1d53fa6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e9eaaa14a495e236f1d53fa6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e9eaaa14a495e236f1d53fa6', 'width': 160}]",The Royston Club,55,artist,spotify:artist:5N5jf98OOEf3uAIJpi1deD,https://open.spotify.com/artist/5N5jf98OOEf3uAIJpi1deD,,68966,medium_term
[],https://api.spotify.com/v1/artists/2txHhyCwHjUEpJjWrEyqyX,2txHhyCwHjUEpJjWrEyqyX,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb89633578648b0b51f53d167f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517489633578648b0b51f53d167f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17889633578648b0b51f53d167f', 'width': 160}]",Tom Odell,79,artist,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,https://open.spotify.com/artist/2txHhyCwHjUEpJjWrEyqyX,,4354811,medium_term
[],https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02,06HL4z0CvFAxyc27GXpf02,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe2e8e7ff002a4afda1c7147e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e2e8e7ff002a4afda1c7147e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e2e8e7ff002a4afda1c7147e', 'width': 160}]",Taylor Swift,100,artist,spotify:artist:06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,,147186141,medium_term
[],https://api.spotify.com/v1/artists/7FKTg75ADVMZgY3P9ZMRtH,7FKTg75ADVMZgY3P9ZMRtH,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb724cced4ad8949fd70698843', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174724cced4ad8949fd70698843', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178724cced4ad8949fd70698843', 'width': 160}]",flipturn,61,artist,spotify:artist:7FKTg75ADVMZgY3P9ZMRtH,https://open.spotify.com/artist/7FKTg75ADVMZgY3P9ZMRtH,,272063,medium_term
[],https://api.spotify.com/v1/artists/0LcJLqbBmaGUft1e9Mm8HV,0LcJLqbBmaGUft1e9Mm8HV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb81a5ec3c9b4a6750440904d8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517481a5ec3c9b4a6750440904d8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17881a5ec3c9b4a6750440904d8', 'width': 160}]",ABBA,81,artist,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,https://open.spotify.com/artist/0LcJLqbBmaGUft1e9Mm8HV,,15051111,medium_term
[],https://api.spotify.com/v1/artists/53A0W3U0s8diEn9RhXQhVz,53A0W3U0s8diEn9RhXQhVz,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb92f6dba2793814a1c5aa8d35', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517492f6dba2793814a1c5aa8d35', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17892f6dba2793814a1c5aa8d35', 'width': 160}]",Keane,75,artist,spotify:artist:53A0W3U0s8diEn9RhXQhVz,https://open.spotify.com/artist/53A0W3U0s8diEn9RhXQhVz,,3957461,medium_term
['indie'],https://api.spotify.com/v1/artists/0NIPkIjTV8mB795yEIiPYL,0NIPkIjTV8mB795yEIiPYL,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebfde4e7d59f6d8868e2ffdaf5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174fde4e7d59f6d8868e2ffdaf5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178fde4e7d59f6d8868e2ffdaf5', 'width': 160}]",Wallows,69,artist,spotify:artist:0NIPkIjTV8mB795yEIiPYL,https://open.spotify.com/artist/0NIPkIjTV8mB795yEIiPYL,,3009472,medium_term
"['colombian pop', 'reggaeton']",https://api.spotify.com/v1/artists/07YUOmWljBTXwIseAUd9TW,07YUOmWljBTXwIseAUd9TW,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebac1d47a290d9c451e4ba3b06', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ac1d47a290d9c451e4ba3b06', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ac1d47a290d9c451e4ba3b06', 'width': 160}]",Sebastian Yatra,79,artist,spotify:artist:07YUOmWljBTXwIseAUd9TW,https://open.spotify.com/artist/07YUOmWljBTXwIseAUd9TW,,24412205,medium_term
[],https://api.spotify.com/v1/artists/0YhUSm86okLWldQVwJkLlP,0YhUSm86okLWldQVwJkLlP,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb14bdca85282f9980069cc350', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517414bdca85282f9980069cc350', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17814bdca85282f9980069cc350', 'width': 160}]",Bad Suns,56,artist,spotify:artist:0YhUSm86okLWldQVwJkLlP,https://open.spotify.com/artist/0YhUSm86okLWldQVwJkLlP,,499398,medium_term
"['bollywood', 'hindi pop', 'desi']",https://api.spotify.com/v1/artists/1wRPtKGflJrBx9BmLsSwlU,1wRPtKGflJrBx9BmLsSwlU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebcb6926f44f620555ba444fca', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174cb6926f44f620555ba444fca', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178cb6926f44f620555ba444fca', 'width': 160}]",Pritam,89,artist,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,https://open.spotify.com/artist/1wRPtKGflJrBx9BmLsSwlU,,61675479,medium_term
['baroque pop'],https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c,4MXUO7sVCaFgFjoTI5ox5c,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb96e27b3bbe99d5a772c89a2a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517496e27b3bbe99d5a772c89a2a', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17896e27b3bbe99d5a772c89a2a', 'width': 160}]",Sufjan Stevens,72,artist,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c,,2379973,medium_term
[],https://api.spotify.com/v1/artists/6ejhZKxWJr9apHAzj74DHv,6ejhZKxWJr9apHAzj74DHv,"[{'height': 500, 'url': 'https://i.scdn.co/image/eb6a0e35973977032f5e73aa1c25caabe34e507a', 'width': 500}, {'height': 200, 'url': 'https://i.scdn.co/image/ccf8a8a4e333ffb4295887375d6a2bf1c71b0516', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/2cbc39685e26967b901422b5f83cdef9a8ba3b08', 'width': 64}]",Magic Man,36,artist,spotify:artist:6ejhZKxWJr9apHAzj74DHv,https://open.spotify.com/artist/6ejhZKxWJr9apHAzj74DHv,,89903,medium_term
[],https://api.spotify.com/v1/artists/6USv9qhCn6zfxlBQIYJ9qs,6USv9qhCn6zfxlBQIYJ9qs,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf2903326ec44d5ecb37dcad9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f2903326ec44d5ecb37dcad9', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f2903326ec44d5ecb37dcad9', 'width': 160}]",Dominic Fike,77,artist,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs,,2253033,medium_term
[],https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny,6LuN9FCkKOj5PcnpouEgny,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb8f77c3eddc1869e9542b04bc', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051748f77c3eddc1869e9542b04bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1788f77c3eddc1869e9542b04bc', 'width': 160}]",Khalid,83,artist,spotify:artist:6LuN9FCkKOj5PcnpouEgny,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny,,16996017,medium_term
['indie'],https://api.spotify.com/v1/artists/5b5bt4mZQpJMoCRbiQ7diH,5b5bt4mZQpJMoCRbiQ7diH,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebab79a6385448318e8944d1ff', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ab79a6385448318e8944d1ff', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ab79a6385448318e8944d1ff', 'width': 160}]",Royel Otis,75,artist,spotify:artist:5b5bt4mZQpJMoCRbiQ7diH,https://open.spotify.com/artist/5b5bt4mZQpJMoCRbiQ7diH,,600271,medium_term
['indie'],https://api.spotify.com/v1/artists/0SwO7SWeDHJijQ3XNS7xEE,0SwO7SWeDHJijQ3XNS7xEE,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9dccdc8f4087cbe2bdedc9d3', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749dccdc8f4087cbe2bdedc9d3', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789dccdc8f4087cbe2bdedc9d3', 'width': 160}]",MGMT,74,artist,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,https://open.spotify.com/artist/0SwO7SWeDHJijQ3XNS7xEE,,3598808,medium_term
[],https://api.spotify.com/v1/artists/2qqZbV6smvvtohQOUgZqKa,2qqZbV6smvvtohQOUgZqKa,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb08d3632300162eb114a343a8', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517408d3632300162eb114a343a8', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17808d3632300162eb114a343a8', 'width': 160}]",Alexandra Savior,47,artist,spotify:artist:2qqZbV6smvvtohQOUgZqKa,https://open.spotify.com/artist/2qqZbV6smvvtohQOUgZqKa,,316724,medium_term
